# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2024-01-08, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
119455at50557	Complete	ptg000019l:5766783-5758139	5766783	5758139	-	224.0	207	https://v10-1.orthodb.org/?query=119455at50557	Pre-rRNA-processing protein Ipi1, N-terminal
119607at50557	Complete	ptg000012l:126856542-126865959	126856542	126865959	+	214.0	140	https://v10-1.orthodb.org/?query=119607at50557	Chromatin modification-related protein Eaf6
119786at50557	Complete	ptg000142l:23094835-23100731	23094835	23100731	+	178.9	143	https://v10-1.orthodb.org/?query=119786at50557	Surfeit locus 1/Shy1
119796at50557	Complete	ptg000017l:24572707-24566722	24572707	24566722	-	321.7	200	https://v10-1.orthodb.org/?query=119796at50557	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
119905at50557	Complete	ptg000005l:105155910-105189720	105155910	105189720	+	265.6	176	https://v10-1.orthodb.org/?query=119905at50557	Short-chain dehydrogenase/reductase, conserved site
120011at50557	Complete	ptg000051l:61253498-61303816	61253498	61303816	+	377.7	338	https://v10-1.orthodb.org/?query=120011at50557	LOC100124103
120047at50557	Complete	ptg000025l:6325307-6300397	6325307	6300397	-	187.1	141	https://v10-1.orthodb.org/?query=120047at50557	Peptide chain release factor class I/class II
120070at50557	Complete	ptg000030l:18338070-18351375	18338070	18351375	+	251.9	148	https://v10-1.orthodb.org/?query=120070at50557	PITH domain
120382at50557	Complete	ptg000010l:5042607-5045102	5042607	5045102	+	191.3	147	https://v10-1.orthodb.org/?query=120382at50557	Protein Iojap/ribosomal silencing factor RsfS
120451at50557	Complete	ptg000137l:149583-15418	149583	15418	-	225.2	185	https://v10-1.orthodb.org/?query=120451at50557	C2 domain
120473at50557	Complete	ptg000053l:7663350-7700463	7663350	7700463	+	188.9	102	https://v10-1.orthodb.org/?query=120473at50557	Ubiquitin-conjugating enzyme E2
120478at50557	Complete	ptg000025l:55812547-55803617	55812547	55803617	-	240.6	135	https://v10-1.orthodb.org/?query=120478at50557	Peptidyl-prolyl cis-trans isomerase
120498at50557	Complete	ptg000082l:111544135-111547735	111544135	111547735	+	234.0	149	https://v10-1.orthodb.org/?query=120498at50557	Ribosomal protein L17
120527at50557	Complete	ptg000009l:88335535-88326383	88335535	88326383	-	202.4	148	https://v10-1.orthodb.org/?query=120527at50557	Signal peptidase complex subunit 2
120544at50557	Complete	ptg000082l:94095430-94087392	94095430	94087392	-	279.5	176	https://v10-1.orthodb.org/?query=120544at50557	UPF0428 family
120658at50557	Complete	ptg000013l:1758236-1761093	1758236	1761093	+	100.1	136	https://v10-1.orthodb.org/?query=120658at50557	CXXC motif containing zinc binding protein, eukaryotic
120772at50557	Complete	ptg000150l:33720-50851	33720	50851	+	291.5	158	https://v10-1.orthodb.org/?query=120772at50557	Actin-related protein 2/3 complex subunit 4
120854at50557	Complete	ptg000057l:25281499-25280813	25281499	25280813	-	145.7	135	https://v10-1.orthodb.org/?query=120854at50557	Cysteine oxygenase/2-aminoethanethiol dioxygenase
120896at50557	Complete	ptg000129l:2133138-2140586	2133138	2140586	+	358.4	218	https://v10-1.orthodb.org/?query=120896at50557	Exoribonuclease, phosphorolytic domain 1
120905at50557	Complete	ptg000082l:21391776-21436782	21391776	21436782	+	211.2	207	https://v10-1.orthodb.org/?query=120905at50557	Ribonuclease III domain
120971at50557	Complete	ptg000030l:10746347-10737994	10746347	10737994	-	200.3	120	https://v10-1.orthodb.org/?query=120971at50557	MORN motif
121008at50557	Duplicated	ptg000057l:10811292-10800991	10811292	10800991	-	226.8	146	https://v10-1.orthodb.org/?query=121008at50557	Ribosomal protein/NADH dehydrogenase domain
121008at50557	Duplicated	ptg000096l:10336082-10335573	10336082	10335573	-	220.8	140	https://v10-1.orthodb.org/?query=121008at50557	Ribosomal protein/NADH dehydrogenase domain
121327at50557	Complete	ptg000038l:40956112-40967028	40956112	40967028	+	332.7	183	https://v10-1.orthodb.org/?query=121327at50557	Ribosomal protein L15e
121418at50557	Complete	ptg000031l:13935536-13918044	13935536	13918044	-	385.4	276	https://v10-1.orthodb.org/?query=121418at50557	Mak16 protein
121435at50557	Complete	ptg000053l:6508948-6519789	6508948	6519789	+	273.9	222	https://v10-1.orthodb.org/?query=121435at50557	DTW
121508at50557	Complete	ptg000074l:15928562-15939241	15928562	15939241	+	262.8	140	https://v10-1.orthodb.org/?query=121508at50557	Protein RER1
121522at50557	Complete	ptg000019l:8607812-8602660	8607812	8602660	-	298.1	170	https://v10-1.orthodb.org/?query=121522at50557	Snf7 family
121611at50557	Complete	ptg000016l:55748976-55729252	55748976	55729252	-	298.6	295	https://v10-1.orthodb.org/?query=121611at50557	MT-A70-like
121686at50557	Complete	ptg000022l:17807900-17792639	17807900	17792639	-	140.7	117	https://v10-1.orthodb.org/?query=121686at50557	Higher eukaryotic phosphomevalonate kinase
122191at50557	Complete	ptg000040l:55989652-55979059	55989652	55979059	-	284.8	160	https://v10-1.orthodb.org/?query=122191at50557	PUA domain
122192at50557	Complete	ptg000048l:27757996-27750790	27757996	27750790	-	173.7	112	https://v10-1.orthodb.org/?query=122192at50557	Ribosomal protein S18
122309at50557	Complete	ptg000016l:60600215-60594129	60600215	60594129	-	174.9	142	https://v10-1.orthodb.org/?query=122309at50557	GNAT domain
122330at50557	Complete	ptg000030l:15319970-15289972	15319970	15289972	-	421.9	259	https://v10-1.orthodb.org/?query=122330at50557	Selenoprotein, Rdx-type
122647at50557	Complete	ptg000025l:16330284-16352519	16330284	16352519	+	353.7	164	https://v10-1.orthodb.org/?query=122647at50557	Calcium load-activated calcium channel
122922at50557	Complete	ptg000048l:5696247-5691776	5696247	5691776	-	179.8	121	https://v10-1.orthodb.org/?query=122922at50557	Ribosomal protein S17/S11
122927at50557	Duplicated	ptg000010l:14165895-14171623	14165895	14171623	+	229.4	142	https://v10-1.orthodb.org/?query=122927at50557	Ribosomal protein/NADH dehydrogenase domain
122927at50557	Duplicated	ptg000010l:25079111-25072203	25079111	25072203	-	199.0	142	https://v10-1.orthodb.org/?query=122927at50557	Ribosomal protein/NADH dehydrogenase domain
122927at50557	Duplicated	ptg000050l:3333142-3339425	3333142	3339425	+	226.3	142	https://v10-1.orthodb.org/?query=122927at50557	Ribosomal protein/NADH dehydrogenase domain
123003at50557	Complete	ptg000053l:292773-283551	292773	283551	-	202.5	171	https://v10-1.orthodb.org/?query=123003at50557	Growth arrest/ DNA-damage-inducible protein-interacting protein 1
123043at50557	Complete	ptg000066l:85251-64808	85251	64808	-	205.7	130	https://v10-1.orthodb.org/?query=123043at50557	Trafficking protein particle complex subunit 6B
123110at50557	Complete	ptg000241l:168520-175467	168520	175467	+	226.3	189	https://v10-1.orthodb.org/?query=123110at50557	FAM192A/Fyv6, N-terminal
123130at50557	Complete	ptg000010l:18707470-18710576	18707470	18710576	+	253.2	164	https://v10-1.orthodb.org/?query=123130at50557	Pre-mRNA-splicing factor  Cwf15/Cwc15
123174at50557	Complete	ptg000084l:1996681-1990187	1996681	1990187	-	335.1	226	https://v10-1.orthodb.org/?query=123174at50557	Telomere length and silencing protein 1
123184at50557	Complete	ptg000010l:20070035-20091629	20070035	20091629	+	305.6	205	https://v10-1.orthodb.org/?query=123184at50557	BRICHOS domain
123578at50557	Complete	ptg000261l:2777715-2782725	2777715	2782725	+	269.1	154	https://v10-1.orthodb.org/?query=123578at50557	Mitochondrial import inner membrane translocase subunit Tim22
123703at50557	Complete	ptg000009l:1868324-1848912	1868324	1848912	-	336.1	204	https://v10-1.orthodb.org/?query=123703at50557	Luc7-related
123747at50557	Complete	ptg000004l:63415187-63421927	63415187	63421927	+	237.3	184	https://v10-1.orthodb.org/?query=123747at50557	Sec20
123925at50557	Complete	ptg000040l:39771753-39769835	39771753	39769835	-	215.7	128	https://v10-1.orthodb.org/?query=123925at50557	Armet protein
124154at50557	Complete	ptg000008l:16827320-16769054	16827320	16769054	-	359.0	236	https://v10-1.orthodb.org/?query=124154at50557	WW domain
124342at50557	Complete	ptg000005l:67561523-67546603	67561523	67546603	-	243.4	139	https://v10-1.orthodb.org/?query=124342at50557	SUI1 domain
124426at50557	Complete	ptg000009l:88081987-88091131	88081987	88091131	+	245.6	121	https://v10-1.orthodb.org/?query=124426at50557	G10 protein
124433at50557	Complete	ptg000017l:1586501-1575213	1586501	1575213	-	266.1	136	https://v10-1.orthodb.org/?query=124433at50557	GMP phosphodiesterase, delta subunit
124486at50557	Complete	ptg000016l:70370063-70381448	70370063	70381448	+	174.7	142	https://v10-1.orthodb.org/?query=124486at50557	Ribosomal protein L28/L40, mitochondrial
124557at50557	Complete	ptg000050l:5337406-5330209	5337406	5330209	-	320.1	217	https://v10-1.orthodb.org/?query=124557at50557	Protein-S-isoprenylcysteine O-methyltransferase
124734at50557	Complete	ptg000101l:9722090-9708302	9722090	9708302	-	269.2	365	https://v10-1.orthodb.org/?query=124734at50557	N-acetylglucosaminyl transferase component
124980at50557	Complete	ptg000017l:1177848-1179139	1177848	1179139	+	252.1	150	https://v10-1.orthodb.org/?query=124980at50557	UPF0113, PUA domain
125000at50557	Complete	ptg000016l:60145418-60158065	60145418	60158065	+	221.7	149	https://v10-1.orthodb.org/?query=125000at50557	GOLD domain
125026at50557	Complete	ptg000025l:55013867-55043851	55013867	55043851	+	298.2	211	https://v10-1.orthodb.org/?query=125026at50557	DnaJ domain
125046at50557	Complete	ptg000235l:903846-914549	903846	914549	+	189.2	109	https://v10-1.orthodb.org/?query=125046at50557	golgin subfamily A member 7
125117at50557	Complete	ptg000072l:6181263-6175379	6181263	6175379	-	297.7	158	https://v10-1.orthodb.org/?query=125117at50557	Ribosomal protein L18e/L15P
125214at50557	Complete	ptg000013l:28831560-28872523	28831560	28872523	+	250.8	200	https://v10-1.orthodb.org/?query=125214at50557	Neuroendocrine 7B2 precursor
125260at50557	Complete	ptg000036l:3758957-3743805	3758957	3743805	-	321.1	289	https://v10-1.orthodb.org/?query=125260at50557	Transmembrane protein 43 family
125262at50557	Complete	ptg000056l:2437961-2429415	2437961	2429415	-	390.6	250	https://v10-1.orthodb.org/?query=125262at50557	Etoposide-induced 2.4
125548at50557	Complete	ptg000016l:63057081-63047894	63057081	63047894	-	229.8	119	https://v10-1.orthodb.org/?query=125548at50557	RNA recognition motif domain
125585at50557	Complete	ptg000083l:30583269-30593849	30583269	30593849	+	123.6	155	https://v10-1.orthodb.org/?query=125585at50557	NADP-dependent oxidoreductase domain
125726at50557	Complete	ptg000178l:621203-595896	621203	595896	-	232.1	164	https://v10-1.orthodb.org/?query=125726at50557	Ribosome recycling factor domain
126005at50557	Complete	ptg000005l:42699583-42724233	42699583	42724233	+	141.0	90	https://v10-1.orthodb.org/?query=126005at50557	Archease domain
126015at50557	Complete	ptg000081l:5521844-5495305	5521844	5495305	-	230.5	145	https://v10-1.orthodb.org/?query=126015at50557	Dual specificity phosphatase, catalytic domain
126036at50557	Complete	ptg000082l:111235057-111233127	111235057	111233127	-	271.5	140	https://v10-1.orthodb.org/?query=126036at50557	GNAT domain
126093at50557	Complete	ptg000025l:12808811-12788450	12808811	12788450	-	254.2	209	https://v10-1.orthodb.org/?query=126093at50557	BCP1 family
126375at50557	Complete	ptg000072l:16948290-16960657	16948290	16960657	+	244.6	164	https://v10-1.orthodb.org/?query=126375at50557	RNA polymerase Rpb7-like , N-terminal
126384at50557	Complete	ptg000040l:76296006-76255381	76296006	76255381	-	279.2	182	https://v10-1.orthodb.org/?query=126384at50557	Ribosomal protein L10e/L16
126448at50557	Complete	ptg000012l:28716143-28716993	28716143	28716993	+	162.2	117	https://v10-1.orthodb.org/?query=126448at50557	Trafficking protein particle complex subunit
126567at50557	Complete	ptg000009l:50222704-50219478	50222704	50219478	-	204.9	163	https://v10-1.orthodb.org/?query=126567at50557	Gamma-secretase subunit Aph-1
126811at50557	Complete	ptg000195l:1284665-1269501	1284665	1269501	-	284.1	259	https://v10-1.orthodb.org/?query=126811at50557	Vps72/YL1, C-terminal
126855at50557	Complete	ptg000017l:11626314-11626754	11626314	11626754	+	190.6	111	https://v10-1.orthodb.org/?query=126855at50557	Mago nashi protein
127087at50557	Complete	ptg000101l:9615670-9670449	9615670	9670449	+	89.2	152	https://v10-1.orthodb.org/?query=127087at50557	NUDE domain
127132at50557	Complete	ptg000004l:50297781-50280524	50297781	50280524	-	284.6	192	https://v10-1.orthodb.org/?query=127132at50557	Saf4/Yju2 protein
127209at50557	Complete	ptg000041l:79382344-79372028	79382344	79372028	-	285.4	186	https://v10-1.orthodb.org/?query=127209at50557	TIP41-like protein
127306at50557	Complete	ptg000012l:60961220-60933568	60961220	60933568	-	218.5	157	https://v10-1.orthodb.org/?query=127306at50557	DnaJ domain
127373at50557	Complete	ptg000074l:17956194-17946635	17956194	17946635	-	218.8	176	https://v10-1.orthodb.org/?query=127373at50557	Golgi SNAP receptor complex member 1
127380at50557	Complete	ptg000002l:120130-100699	120130	100699	-	322.9	192	https://v10-1.orthodb.org/?query=127380at50557	Proteasome component (PCI) domain
127488at50557	Complete	ptg000001l:9406401-9413837	9406401	9413837	+	174.7	128	https://v10-1.orthodb.org/?query=127488at50557	Transmembrane protein 11
127619at50557	Complete	ptg000083l:24504144-24493216	24504144	24493216	-	207.9	152	https://v10-1.orthodb.org/?query=127619at50557	GINS complex, subunit Psf1
127694at50557	Complete	ptg000060l:1156888-1161026	1156888	1161026	+	277.2	192	https://v10-1.orthodb.org/?query=127694at50557	Protein FRG1
127707at50557	Complete	ptg000009l:19629819-19625186	19629819	19625186	-	166.7	210	https://v10-1.orthodb.org/?query=127707at50557	CBF1-interacting co-repressor CIR, N-terminal domain
127753at50557	Complete	ptg000130l:1992881-2009697	1992881	2009697	+	253.6	218	https://v10-1.orthodb.org/?query=127753at50557	DNA binding HTH domain, Psq-type
128131at50557	Complete	ptg000075l:20699852-20708817	20699852	20708817	+	173.0	116	https://v10-1.orthodb.org/?query=128131at50557	Uncharacterised protein family UPF0220
128143at50557	Complete	ptg000005l:74369502-74375318	74369502	74375318	+	201.5	121	https://v10-1.orthodb.org/?query=128143at50557	28S ribosomal protein S24, mitochondrial
128205at50557	Complete	ptg000004l:46963936-46982971	46963936	46982971	+	123.5	99	https://v10-1.orthodb.org/?query=128205at50557	Next to BRCA1, central domain
128261at50557	Complete	ptg000138l:3422209-3411282	3422209	3411282	-	226.5	121	https://v10-1.orthodb.org/?query=128261at50557	Ubiquitin-conjugating enzyme E2
128289at50557	Complete	ptg000083l:37710158-37704704	37710158	37704704	-	224.0	134	https://v10-1.orthodb.org/?query=128289at50557	Protein SYS1 homolog
128290at50557	Complete	ptg000052l:28706295-28700366	28706295	28700366	-	225.8	135	https://v10-1.orthodb.org/?query=128290at50557	Polysaccharide biosynthesis domain
128350at50557	Complete	ptg000109l:1197124-1280371	1197124	1280371	+	178.0	133	https://v10-1.orthodb.org/?query=128350at50557	Thymidylate kinase
128404at50557	Complete	ptg000014l:3201035-3205875	3201035	3205875	+	238.6	131	https://v10-1.orthodb.org/?query=128404at50557	Ribosomal protein S13/S15, N-terminal
128416at50557	Complete	ptg000012l:52588289-52587798	52588289	52587798	-	95.2	81	https://v10-1.orthodb.org/?query=128416at50557	Ribonuclease H2, subunit C
128474at50557	Complete	ptg000061l:22819330-22817145	22819330	22817145	-	267.9	156	https://v10-1.orthodb.org/?query=128474at50557	Translocon-associated protein subunit beta
128484at50557	Complete	ptg000017l:23458535-23460570	23458535	23460570	+	114.6	106	https://v10-1.orthodb.org/?query=128484at50557	Uncharacterised protein family UPF0454
128559at50557	Complete	ptg000100l:6720916-6771010	6720916	6771010	+	217.0	213	https://v10-1.orthodb.org/?query=128559at50557	organic solute transporter alpha-like protein
128715at50557	Complete	ptg000005l:94859942-94847125	94859942	94847125	-	309.0	188	https://v10-1.orthodb.org/?query=128715at50557	Vta1, C-terminal
128755at50557	Complete	ptg000132l:8588125-8588472	8588125	8588472	+	195.8	109	https://v10-1.orthodb.org/?query=128755at50557	Ribosomal protein L27
128856at50557	Complete	ptg000034l:2970214-2960332	2970214	2960332	-	124.5	135	https://v10-1.orthodb.org/?query=128856at50557	Lysosome-associated membrane glycoprotein
128977at50557	Complete	ptg000081l:10290132-10289227	10290132	10289227	-	207.6	152	https://v10-1.orthodb.org/?query=128977at50557	Transcription factor Jun
129000at50557	Duplicated	ptg000016l:59569360-59559177	59569360	59559177	-	223.5	228	https://v10-1.orthodb.org/?query=129000at50557	Modifier of rudimentary, Modr
129000at50557	Duplicated	ptg000049l:16591617-16592578	16591617	16592578	+	217.5	235	https://v10-1.orthodb.org/?query=129000at50557	Modifier of rudimentary, Modr
129072at50557	Duplicated	ptg000025l:42526982-42529069	42526982	42529069	+	143.2	78	https://v10-1.orthodb.org/?query=129072at50557	Iron sulphur-containing domain, CDGSH-type
129072at50557	Duplicated	ptg000033l:10499214-10499648	10499214	10499648	+	137.7	78	https://v10-1.orthodb.org/?query=129072at50557	Iron sulphur-containing domain, CDGSH-type
129103at50557	Complete	ptg000083l:70108987-70121245	70108987	70121245	+	222.3	134	https://v10-1.orthodb.org/?query=129103at50557	Ribosomal protein L21e
129272at50557	Complete	ptg000041l:65937916-65934184	65937916	65934184	-	190.0	109	https://v10-1.orthodb.org/?query=129272at50557	DNA-directed RNA polymerase subunit
129363at50557	Complete	ptg000087l:7828369-7832989	7828369	7832989	+	198.3	107	https://v10-1.orthodb.org/?query=129363at50557	Ribosomal protein L7Ae/L30e/S12e/Gadd45
129410at50557	Complete	ptg000041l:17937685-17973317	17937685	17973317	+	172.5	101	https://v10-1.orthodb.org/?query=129410at50557	Single domain Von Willebrand factor type C domain
129498at50557	Complete	ptg000075l:13016143-13020100	13016143	13020100	+	275.3	152	https://v10-1.orthodb.org/?query=129498at50557	Small GTPase
129503at50557	Complete	ptg000083l:15279125-15285888	15279125	15285888	+	217.9	149	https://v10-1.orthodb.org/?query=129503at50557	Mff-like domain
129608at50557	Complete	ptg000083l:15247754-15254459	15247754	15254459	+	116.7	78	https://v10-1.orthodb.org/?query=129608at50557	Ribosomal protein S14
129612at50557	Complete	ptg000052l:21580757-21581194	21580757	21581194	+	104.7	92	https://v10-1.orthodb.org/?query=129612at50557	NADH dehydrogenase 
129755at50557	Complete	ptg000004l:11957630-11952814	11957630	11952814	-	179.6	115	https://v10-1.orthodb.org/?query=129755at50557	Ribosomal protein L14P
129862at50557	Complete	ptg000012l:94934386-94923558	94934386	94923558	-	240.8	197	https://v10-1.orthodb.org/?query=129862at50557	Ribosomal protein S15
129938at50557	Complete	ptg000025l:47294327-47286461	47294327	47286461	-	157.3	140	https://v10-1.orthodb.org/?query=129938at50557	B9 domain
129956at50557	Complete	ptg000040l:39156223-39167469	39156223	39167469	+	201.4	102	https://v10-1.orthodb.org/?query=129956at50557	RNA-binding domain superfamily
130497at50557	Complete	ptg000016l:60123626-60132503	60123626	60132503	+	347.8	219	https://v10-1.orthodb.org/?query=130497at50557	CDP-alcohol phosphatidyltransferase
130539at50557	Complete	ptg000046l:4936027-4930431	4936027	4930431	-	142.1	96	https://v10-1.orthodb.org/?query=130539at50557	Iron sulphur-containing domain, CDGSH-type
130558at50557	Complete	ptg000041l:93710066-93694351	93710066	93694351	-	177.7	118	https://v10-1.orthodb.org/?query=130558at50557	Acyl carrier protein
130740at50557	Complete	ptg000079l:3910445-3909309	3910445	3909309	-	136.4	109	https://v10-1.orthodb.org/?query=130740at50557	WASH complex subunit 3
130814at50557	Complete	ptg000001l:38501335-38506995	38501335	38506995	+	142.6	86	https://v10-1.orthodb.org/?query=130814at50557	Ribosomal protein S16
130932at50557	Complete	ptg000004l:39981707-40020784	39981707	40020784	+	231.2	183	https://v10-1.orthodb.org/?query=130932at50557	Protein of unknown function DUF1676
130995at50557	Complete	ptg000241l:333070-339200	333070	339200	+	115.6	84	https://v10-1.orthodb.org/?query=130995at50557	Mss4
131041at50557	Complete	ptg000016l:78523188-78537217	78523188	78537217	+	147.7	118	https://v10-1.orthodb.org/?query=131041at50557	mRNA splicing factor, Cwf18
131285at50557	Complete	ptg000009l:3639030-3648043	3639030	3648043	+	283.0	159	https://v10-1.orthodb.org/?query=131285at50557	Ribosomal protein L22/L17
131386at50557	Complete	ptg000049l:32469727-32439563	32469727	32439563	-	189.4	136	https://v10-1.orthodb.org/?query=131386at50557	Chromo domain
131613at50557	Complete	ptg000009l:27258141-27250846	27258141	27250846	-	186.6	170	https://v10-1.orthodb.org/?query=131613at50557	Pex19 protein
131659at50557	Complete	ptg000078l:65858654-65880475	65858654	65880475	+	211.6	111	https://v10-1.orthodb.org/?query=131659at50557	Oligosaccharyl transferase complex, subunit OST3/OST6
131682at50557	Complete	ptg000129l:2126434-2131136	2126434	2131136	+	148.8	116	https://v10-1.orthodb.org/?query=131682at50557	NADH dehydrogenase 1, beta subcomplex, subunit 6
131759at50557	Complete	ptg000057l:10745390-10748767	10745390	10748767	+	220.6	122	https://v10-1.orthodb.org/?query=131759at50557	Cornichon
131847at50557	Complete	ptg000005l:126096861-126111496	126096861	126111496	+	271.1	169	https://v10-1.orthodb.org/?query=131847at50557	NFACT, RNA-binding domain
131987at50557	Complete	ptg000061l:75936079-75923858	75936079	75923858	-	191.6	115	https://v10-1.orthodb.org/?query=131987at50557	Ribosomal protein L20
132044at50557	Complete	ptg000031l:8130390-8182066	8130390	8182066	+	136.9	106	https://v10-1.orthodb.org/?query=132044at50557	Basic-leucine zipper domain
132051at50557	Complete	ptg000082l:58702112-58687926	58702112	58687926	-	207.1	185	https://v10-1.orthodb.org/?query=132051at50557	Methyltransferase domain
132099at50557	Complete	ptg000060l:1355621-1354958	1355621	1354958	-	210.4	111	https://v10-1.orthodb.org/?query=132099at50557	Trafficking protein particle complex subunit
132159at50557	Complete	ptg000034l:7426951-7416154	7426951	7416154	-	221.4	125	https://v10-1.orthodb.org/?query=132159at50557	TMEM85/ER membrane protein complex subunit 4
132160at50557	Complete	ptg000015l:5993040-5986493	5993040	5986493	-	225.2	127	https://v10-1.orthodb.org/?query=132160at50557	TMEM222/RTE1
132295at50557	Complete	ptg000022l:8340006-8343125	8340006	8343125	+	70.6	114	https://v10-1.orthodb.org/?query=132295at50557	AIMP2, thioredoxin-like domain
132354at50557	Complete	ptg000106l:6145346-6046452	6145346	6046452	-	205.2	125	https://v10-1.orthodb.org/?query=132354at50557	Ribosomal protein S11
132612at50557	Complete	ptg000022l:6187569-6180377	6187569	6180377	-	204.9	111	https://v10-1.orthodb.org/?query=132612at50557	Histone deacetylase complex subunit SAP18
132615at50557	Complete	ptg000101l:9578772-9577360	9578772	9577360	-	184.5	116	https://v10-1.orthodb.org/?query=132615at50557	NADH-ubiquinone oxidoreductase, subunit 10
132625at50557	Complete	ptg000078l:33286040-33294574	33286040	33294574	+	197.6	123	https://v10-1.orthodb.org/?query=132625at50557	Ribosomal protein L14e domain
132643at50557	Complete	ptg000047l:4386007-4378662	4386007	4378662	-	170.6	91	https://v10-1.orthodb.org/?query=132643at50557	RGS domain
132744at50557	Complete	ptg000129l:2103628-2108179	2103628	2108179	+	160.2	94	https://v10-1.orthodb.org/?query=132744at50557	PDZ domain
132773at50557	Complete	ptg000021l:6515686-6524332	6515686	6524332	+	158.3	110	https://v10-1.orthodb.org/?query=132773at50557	Ribosomal protein L7Ae/L30e/S12e/Gadd45
132800at50557	Complete	ptg000075l:12200850-12207687	12200850	12207687	+	196.8	143	https://v10-1.orthodb.org/?query=132800at50557	SRP-independent targeting protein 2/TMEM208
133023at50557	Complete	ptg000012l:127504071-127516098	127504071	127516098	+	233.7	169	https://v10-1.orthodb.org/?query=133023at50557	6-Phosphogluconolactonase
133033at50557	Complete	ptg000034l:3847166-3777677	3847166	3777677	-	157.0	83	https://v10-1.orthodb.org/?query=133033at50557	Profilin
133163at50557	Complete	ptg000004l:30551895-30534491	30551895	30534491	-	171.4	166	https://v10-1.orthodb.org/?query=133163at50557	Zinc finger, AN1-type
133373at50557	Complete	ptg000203l:890310-881362	890310	881362	-	253.3	188	https://v10-1.orthodb.org/?query=133373at50557	Ribosome-binding factor A
133543at50557	Complete	ptg000113l:11942813-11950108	11942813	11950108	+	163.4	101	https://v10-1.orthodb.org/?query=133543at50557	COX assembly mitochondrial protein
133570at50557	Complete	ptg000007l:9979058-9978267	9979058	9978267	-	168.9	176	https://v10-1.orthodb.org/?query=133570at50557	NUDIX hydrolase domain
133617at50557	Complete	ptg000220l:4788728-4802593	4788728	4802593	+	274.4	244	https://v10-1.orthodb.org/?query=133617at50557	Eukaryotic rRNA processing
133669at50557	Complete	ptg000012l:126892992-126913628	126892992	126913628	+	226.5	155	https://v10-1.orthodb.org/?query=133669at50557	Gonadal family
133719at50557	Complete	ptg000005l:121552013-121551255	121552013	121551255	-	284.8	213	https://v10-1.orthodb.org/?query=133719at50557	U3 small nucleolar RNA-associated protein 11
133820at50557	Complete	ptg000078l:43993455-43975366	43993455	43975366	-	132.4	104	https://v10-1.orthodb.org/?query=133820at50557	Ribosomal protein S18
134021at50557	Complete	ptg000053l:7048614-7053745	7048614	7053745	+	210.9	127	https://v10-1.orthodb.org/?query=134021at50557	ER membrane protein complex subunit 7
134150at50557	Complete	ptg000001l:9449002-9442339	9449002	9442339	-	330.9	192	https://v10-1.orthodb.org/?query=134150at50557	Mediator of RNA polymerase II transcription subunit 19
134173at50557	Complete	ptg000183l:866363-814393	866363	814393	-	273.2	175	https://v10-1.orthodb.org/?query=134173at50557	Snf7 family
134262at50557	Complete	ptg000016l:80394783-80389385	80394783	80389385	-	136.5	93	https://v10-1.orthodb.org/?query=134262at50557	Vps55/LEPROT
134311at50557	Complete	ptg000061l:6893704-6891402	6893704	6891402	-	202.0	130	https://v10-1.orthodb.org/?query=134311at50557	Adenylate kinase isoenzyme 6
134345at50557	Complete	ptg000125l:8487403-8497784	8487403	8497784	+	209.8	144	https://v10-1.orthodb.org/?query=134345at50557	protein FAM173B
134540at50557	Complete	ptg000016l:14858721-14862325	14858721	14862325	+	101.2	65	https://v10-1.orthodb.org/?query=134540at50557	Endosulphine
134670at50557	Complete	ptg000025l:2633265-2685140	2633265	2685140	+	220.6	164	https://v10-1.orthodb.org/?query=134670at50557	PQ-loop repeat
134828at50557	Complete	ptg000016l:58242636-58243514	58242636	58243514	+	213.3	134	https://v10-1.orthodb.org/?query=134828at50557	TM2 domain
135113at50557	Complete	ptg000082l:111427184-111436709	111427184	111436709	+	184.6	206	https://v10-1.orthodb.org/?query=135113at50557	Protein SMG9
135200at50557	Complete	ptg000029l:42313583-42269713	42313583	42269713	-	137.3	209	https://v10-1.orthodb.org/?query=135200at50557	DNA recombination and repair protein Rad51-like, C-terminal
135254at50557	Duplicated	ptg000017l:28129903-28129259	28129903	28129259	-	189.9	102	https://v10-1.orthodb.org/?query=135254at50557	RNA recognition motif domain
135254at50557	Duplicated	ptg000038l:29472351-29471761	29472351	29471761	-	189.0	97	https://v10-1.orthodb.org/?query=135254at50557	RNA recognition motif domain
135420at50557	Complete	ptg000009l:63046348-63032437	63046348	63032437	-	253.4	378	https://v10-1.orthodb.org/?query=135420at50557	Las1
135470at50557	Complete	ptg000012l:108672612-108676880	108672612	108676880	+	169.6	115	https://v10-1.orthodb.org/?query=135470at50557	Ribosomal L28e/Mak16
135688at50557	Complete	ptg000082l:33544484-33568162	33544484	33568162	+	183.4	140	https://v10-1.orthodb.org/?query=135688at50557	Anticodon-binding domain
135714at50557	Complete	ptg000005l:46776299-46743225	46776299	46743225	-	225.1	270	https://v10-1.orthodb.org/?query=135714at50557	Beclin 1-associated autophagy-related key regulator
135872at50557	Complete	ptg000053l:3222892-3223536	3222892	3223536	+	212.9	175	https://v10-1.orthodb.org/?query=135872at50557	DNA replication complex GINS protein SLD5
