			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
PAMFEO_rnd-5_family-213	Unknown	Unknown	83	496	744	3895	15756	52311	49523	49469	22702	10885	6047	4043	1681	466	376	624	472	240	0	139	135	0	0	79	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1780_SO2_FAM2713	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	78	0	167	172	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-204	Unknown	Unknown	29	139	349	2027	10139	33281	42588	27299	17539	8115	12495	6298	16280	2770	4612	1918	5833	4483	3188	727	0	461	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0003_SO2_FAM0010	Unknown	Unknown	0	0	0	0	0	0	0	0	0	77	0	0	70	137	0	0	0	0	85	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-24	LINE	L2	15866	386758	492875	150938	183199	176247	79930	52299	52069	55735	45741	43516	29287	25392	30355	18114	15068	14911	14193	10518	11686	10559	9190	4066	3585	2456	2195	942	1444	3603	1484	1163	1210	563	473	382	0	54	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7755	DNA	PIF-ISL2EU	85775	34773	3830	3096	45	0	31	1198	207	690	251	211	112	132	1296	285	621	601	640	1000	1448	891	1429	797	799	1415	715	121	343	82	55	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2665_SO2_FAM0729	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	147	0	218	484	438	0	397	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0473_SO2_FAM1460	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	71	92	0	0	91	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-361	LTR	Pao	52	659	4073	9253	36956	65210	72137	74314	65285	42833	32534	23017	16301	12917	9661	11380	12494	10579	9262	5017	6110	3688	3546	3464	4246	2859	1472	1222	585	462	123	0	55	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3237_SO2_FAM035	DNA	TcMar-Tc1	0	0	0	0	48	0	0	82	90	75	151	836	469	498	1335	523	773	779	714	816	991	1226	318	720	588	395	540	619	836	574	1336	1623	927	1101	916	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2717_SO2_FAM0789	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2811_SO2_FAM0883	LINE	RTE-BovB	0	0	0	15	0	0	0	0	62	336	46	44	141	270	574	739	3431	1207	916	511	494	556	279	107	50	0	53	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-842	DNA	Crypton-I	66	719	1326	1256	1254	358	474	61	263	500	292	551	568	923	1260	1308	1021	505	734	916	1367	1575	1590	1119	617	85	194	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-3_family-220	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	49	0	122	0	108	283	350	281	160	315	80	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3000_SO2_FAM127	LTR	Pao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	114	133	0	0	514	0	498	599	522	403	80	774	1103	1308	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1374_SO2_FAM2337	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	39	43	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3389_SO2_FAM931	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1017_SO2_FAM1994	Unknown	Unknown	0	0	0	0	45	0	0	43	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-991	Unknown	Unknown	344	532	249	1526	237	4328	4904	1204	7323	643	4992	4136	701	3107	426	1347	849	221	294	53	181	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-511	Unknown	Unknown	0	0	0	0	0	36	0	39	82	0	39	0	0	221	132	101	142	0	0	25	130	0	0	0	212	126	0	0	0	142	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-764	LINE	RTE-BovB	423	872	1829	3884	6384	10412	16840	18042	18103	18845	18616	13710	9446	10018	6421	4071	3569	1888	1893	1349	668	306	991	226	401	519	0	83	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-267	LINE	L2	508	768	35793	819229	262899	67271	41873	22900	18186	12581	10256	7345	8723	6651	5046	4275	4776	4530	3558	4201	6559	12111	21577	28500	37915	44176	45996	49572	57761	123498	133089	47762	12226	8249	2769	1316	157	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2725	DNA	TcMar-Tc1	6178	23408	21988	6372	1801	731	711	100	178	0	0	0	0	0	56	168	59	309	87	315	705	919	1345	1038	1419	2753	2059	1449	2369	3106	2101	2391	1314	1312	989	365	387	379	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5809	DNA	DNA	6087	6446	3033	1615	1511	1184	2074	3382	4912	9092	12719	11690	9299	11932	8569	5885	2771	1513	474	160	12	0	114	0	49	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1323_SO2_FAM2286	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	192	963	1286	2257	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2746_SO2_FAM0082	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	63	87	108	79	0	159	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1019_SO2_FAM1996	DNA	TcMar-Tc1	67	0	0	366	41	0	119	196	0	31	39	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-79	DNA	hAT-Blackjack	26	0	0	122	181	658	5102	2285	3760	5420	4874	3655	8083	8201	5060	7848	6178	8328	12848	6921	8944	7774	4969	4687	4408	5989	5114	2754	1911	2233	524	0	344	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9530	DNA	hAT-Charlie	40	157	167	770	6511	23186	31345	31854	11942	4691	3086	1353	886	1019	356	122	488	615	1369	2875	2999	3000	1093	3506	4240	5652	7725	10377	9116	7461	4064	3689	5527	4922	12046	3555	766	563	0	0	42	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4873	Unknown	Unknown	393	272	1298	1348	2680	10470	24920	57995	86415	64597	49739	24891	9616	8177	2592	1174	275	404	641	71	203	65	231	221	65	0	0	173	465	724	966	1579	679	137	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9432	Unknown	Unknown	2606	4787	7917	4438	2332	1247	766	404	524	341	41	901	33	184	536	404	222	309	161	106	304	56	123	110	256	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-611	LINE	R2	5193	21624	26676	11186	10973	9413	4969	7700	8681	4858	2457	2445	3434	4228	4256	3598	4391	1669	1954	2034	2549	932	94	34	2	147	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2166_SO2_FAM3067	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	61	0	0	0	85	0	0	0	0	106	208	0	188	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-921	Unknown	Unknown	914	7054	96748	289526	146693	128806	117047	37201	23541	19820	8273	867	1401	612	0	189	111	380	106	26	0	34	0	7	144	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2826	Unknown	Unknown	294	2244	27581	18019	21799	9022	1412	1151	249	1544	523	135	363	791	606	1392	1591	638	476	240	651	407	0	51	397	0	0	0	0	0	166	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1014_SO2_FAM1991	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	13	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0150_SO2_FAM1149	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	40	0	48	70	127	135	250	194	468	474	444	471	471	811	647	1194	1001	588	261	216	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0435_SO2_FAM1425	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0270_SO2_FAM1267	Unknown	Unknown	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4257	LINE	Penelope	0	91	500	1032	1217	2263	2362	2777	4087	8285	10972	18311	21951	25161	25050	27991	26624	20571	15808	11975	6074	5224	3334	2676	2317	828	1885	2437	357	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3281_SO2_FAM572	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	335	108	135	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4454	Unknown	Unknown	119	385	298	620	2430	2703	4959	1679	1736	1265	3559	4302	6038	5382	3535	5397	3605	3439	2221	3005	1379	1631	861	1182	1850	1132	933	206	270	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-235	Unknown	Unknown	232	0	429	178	85	148	186	92	45	241	96	101	156	389	189	320	72	80	0	80	66	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-25048	Unknown	Unknown	95	53	127	654	1029	1194	4505	4948	4510	3841	3693	5316	2685	1647	1387	765	199	543	372	266	499	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-180	DNA	P	32014	71485	33725	4867	1645	37	0	411	83	0	0	296	0	0	0	0	0	306	340	57	0	0	0	0	0	0	0	0	604	101	1321	1552	1351	405	935	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-6_family-2232	Unknown	Unknown	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2056	Unknown	Unknown	661	1235	6203	10012	13558	15569	12191	7847	9985	9121	3548	2329	1240	814	308	46	289	251	61	0	228	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-620	Unknown	Unknown	5952	58	7801	4614	798	6979	4120	1923	3949	1717	1224	1233	464	117	56	39	37	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMSBEAGLE_I	LTR	Gypsy	0	151	704	9758	16702	41008	66305	93943	124412	156458	184321	188387	166347	143776	105941	69736	44353	24708	18465	14344	10452	9567	8636	7964	10119	9188	5130	2561	1550	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3162	Unknown	Unknown	36	259	2134	12188	82265	111373	66997	34203	11057	3298	1022	570	961	72	395	129	315	29	0	52	156	282	683	1337	161	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-3882	DNA	hAT-hAT19	0	0	0	0	0	0	0	0	37	89	0	36	0	82	0	38	0	58	0	46	104	200	0	381	128	791	2974	309	526	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron-like-6b_Hmel	RC	Helitron	152	0	150	0	0	0	153	0	139	66	81	166	188	319	491	1422	4538	6064	8960	6290	9424	8019	11654	11166	8968	10751	7564	5155	2563	1519	1028	298	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron-1_Avan	RC	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	64	279	337	373	415	829	89	414	362	654	591	200	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1096_SO2_FAM2068	DNA	PiggyBac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-311	LINE	I-Jockey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	112	364	832	478	878	868	579	771	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-8793	Unknown	Unknown	111	0	0	137	157	207	767	1191	1935	2202	3548	5192	3175	1918	1322	1294	504	149	0	0	142	0	131	60	0	121	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-13458	DNA	TcMar-Tc1	0	0	118	270	1133	1227	1959	3073	5575	7625	6616	8574	8464	7335	4453	5677	4404	4075	3153	2591	2329	1477	1114	766	443	448	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-977	DNA	TcMar-m44	77	177	817	4490	12642	10917	26748	22588	19744	20644	18758	12025	7706	5483	8413	5338	3650	2832	1337	1338	1756	2151	1993	2293	1722	1912	1606	1492	767	582	392	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SlittSE1	SINE	tRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	102	216	202	269	200	8	148	298	137	53	418	18	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-506	LINE	RTE-RTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-333	DNA	hAT-Tip100	587	515	9260	84576	317239	368743	212082	173242	131539	79409	29361	7193	1463	1132	1258	731	1289	591	566	351	381	248	411	134	414	79	274	246	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-439	Unknown	Unknown	1417	1513	6451	15070	35093	61468	68085	58709	47087	35787	19406	10310	6102	3818	2703	1893	1704	2289	1736	2277	4451	3476	4942	4274	2662	4060	2190	494	499	186	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2291_SO2_FAM0356	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copia2_I	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2334_SO2_FAM0397	Unknown	Unknown	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	138	164	55	3	0	0	266	119	184	110	623	284	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-671	LINE	R2	11813	141652	236932	168250	90759	49221	26309	8943	6301	6021	2452	795	926	471	633	520	220	310	190	305	531	122	423	263	602	753	1398	2224	4204	4949	5134	4335	4094	909	1334	190	115	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3124_SO2_FAM194	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	56	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2290	DNA	TcMar-Tc1	0	0	0	0	106	42	166	191	728	446	2360	2401	2834	6023	8885	10124	9063	7625	7413	5163	2917	2248	792	1016	1388	674	728	1114	1407	1432	1834	974	1151	558	856	304	112	190	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5813	DNA	TcMar-Tc1	162	0	38	333	0	294	445	229	188	2228	1293	2199	4142	5086	6907	5112	3780	3482	2176	911	1775	1503	1815	1549	1156	2323	689	179	957	1200	1186	792	396	470	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0103_SO2_FAM1100	LINE	L2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	52	71	0	53	78	70	0	57	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron-like-4b_Hmel	RC	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	52	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5246	DNA	Sola-1	29	185	313	1303	1616	24147	24478	34372	30622	23148	5648	6607	7677	4354	1421	2030	7443	1871	2940	2194	1525	1117	732	558	311	320	424	607	709	1107	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0371_SO2_FAM1363	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	82	0	59	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARI1	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	62	59	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-5574	Unknown	Unknown	3136	1816	9604	25052	47416	32120	26634	7075	3629	1785	246	277	0	90	173	47	42	0	0	0	254	0	0	193	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2624_SO2_FAM0685	DNA	hAT-Blackjack	0	0	0	0	0	0	0	0	0	0	0	87	0	339	34	132	340	80	277	292	909	1473	3197	4652	5136	6455	8137	5122	4008	2337	2416	769	191	103	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-667	LINE	R2	0	69	1516	10296	25486	33289	36307	21167	16472	8630	5166	5028	3574	4485	5813	15043	18805	20102	14419	12848	22038	31818	29863	21698	22339	14754	29974	31687	27129	12169	5297	1789	581	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3407	DNA	hAT-hAT19	34	469	915	2751	7586	17099	27964	28781	21784	17794	13273	10486	10437	7681	4920	3876	4727	5184	8767	8023	10142	7140	6759	5245	3793	1576	819	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-439	LINE	CR1	34	218	363	547	2989	4851	12630	31584	60539	75631	93557	78471	63901	38704	35764	17971	7609	5159	3330	2562	2021	1335	510	484	334	361	167	276	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1001_SO2_FAM1978	DNA	PIF-Harbinger	0	0	0	0	0	0	0	0	0	44	0	44	41	0	0	0	0	0	0	0	80	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-427	DNA	TcMar-Tc1	0	0	0	0	0	0	0	56	0	240	343	629	593	883	873	2284	2153	4256	5656	5582	5680	7380	8591	8593	5819	4661	2646	2801	2893	1655	797	438	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3240_SO2_FAM354	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-6260	DNA	Sola-2	0	66	169	1603	2075	11217	20188	22364	7971	9695	8349	7037	3640	8495	3225	2928	3990	4050	4052	5539	6624	6322	5056	3835	1855	1378	710	14	623	877	714	365	1258	1671	398	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-162	Unknown	Unknown	5818	5427	6958	14427	9480	7841	11589	7405	5676	5429	3293	1282	1453	311	348	339	75	0	127	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1556_SO2_FAM2507	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	182	432	869	645	1195	3062	1070	4361	19585	18044	11634	2135	6371	2801	1656	249	13	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2647	LINE	R2	30	0	0	464	14094	19076	5650	5227	4065	3185	1757	1404	827	228	358	367	373	733	828	2351	2153	2268	4590	2460	3152	5118	10118	17606	11787	7556	8431	8280	3993	4519	2139	327	193	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2746	DNA	TcMar-Tc1	27	0	34	63	41	35	278	124	324	609	1374	920	5989	12408	16027	9671	4481	6013	5647	7092	5658	7418	8872	6450	8342	7867	6453	2965	1304	1313	565	290	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7704	DNA	hAT-Blackjack	0	0	0	146	105	188	360	435	348	555	801	856	2385	2137	3465	4846	7893	10743	13482	11295	22789	22493	25691	18960	16884	16455	8985	6035	2481	1788	863	1215	427	288	37	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1733	DNA	TcMar-Tc1	0	0	38	330	50	471	265	255	600	1355	2450	4841	6522	9540	11047	10145	12648	11820	6778	3840	4647	1251	1285	727	1300	541	1249	1109	1791	1586	1950	1135	1931	1328	1065	1307	562	0	406	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-350	DNA	CMC-Chapaev-3	86	0	0	310	0	34	87	232	203	0	83	209	472	1080	3202	2659	2830	3754	2812	5591	10643	11865	17452	10144	11786	5839	6234	6059	6797	4246	5140	937	1047	447	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1168	Unknown	Unknown	0	270	808	18751	28759	25452	17143	11128	5142	2954	1489	805	1191	745	699	276	310	299	307	108	0	325	389	96	194	535	352	0	726	0	328	339	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2938_SO2_FAM1011	Unknown	Unknown	0	0	44	0	0	42	52	43	0	0	30	182	45	47	154	146	51	201	118	370	262	166	59	163	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3026_SO2_FAM147	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	223	0	711	1400	1404	1194	0	635	387	2765	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-797	Unknown	Unknown	248	1218	11531	68517	163204	94620	56253	27869	26984	48540	62652	42727	19519	6810	2636	1672	999	224	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2311_SO2_FAM0375	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0157_SO2_FAM1155	RC	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	158	194	66	246	116	67	220	83	89	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-124	Unknown	Unknown	280	731	16404	8319	7290	2111	3405	941	0	77	105	443	119	172	112	52	900	723	764	745	525	348	0	290	632	684	375	790	1583	2208	2459	1224	674	429	219	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1405	Unknown	Unknown	2153	3974	8171	10663	9852	13945	9893	9470	7451	4714	4837	5430	3136	1230	1598	1231	225	885	0	393	266	754	203	471	159	426	541	159	622	435	94	151	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0685_SO2_FAM0167	LTR	Pao	0	0	0	0	0	0	0	0	55	0	48	42	0	0	35	51	0	0	0	0	80	0	0	0	0	119	0	0	221	104	0	0	640	206	0	31	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-3_family-820	DNA	hAT-Tip100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	139	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
